EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date,site_link,Contaminants Media,Contaminants,Remedies Media,Remedy Component
NJ0570024018,MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN,BURLINGTON,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,0201162,WRIGHTSTOWN-COOKSTOWN ROAD,8641.0,Y,N,,40.018056,-74.593611,10/22/99,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0201162,"['Groundwater', 'Soil', 'Surface Water']","['COBALT', 'CUMENE', 'DIETHYL PHTHALATE', 'LEAD', 'MANGANESE', 'NAPHTHALENE', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CHRYSENE', 'CIS-1,2-DICHLOROETHENE', 'PYRENE', 'ACETONE', 'DIBENZOFURAN', 'BENZENE', 'METHYLPHENOL (CRESOL MIXED ISOMERS)', 'TOLUENE', '9H-CARBAZOLE', 'VANADIUM', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'INDENO(1,2,3-CD)PYRENE', 'TRICHLOROETHENE', '2-HEXANONE', 'ANTIMONY', 'PENTACHLOROPHENOL', 'IRON', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'POLYCHLORINATED BIPHENYLS (PCBs)', '1,2-DIHYDROACENAPHTHYLENE', 'CHLOROBENZENE', 'TRANS-1,2-DICHLOROETHENE', '2-BUTANONE (METHYL ETHYL KETONE)', '2-METHYLNAPHTHALENE', 'NICKEL', 'THALLIUM', 'CHROMIUM', 'DICHLOROMONOFLUOROMETHANE', 'ZINC', 'PHENOL', 'BENZO(K)FLUORANTHENE', 'CHLOROFORM', 'BENZO[A]ANTHRACENE', '9H-FLUORENE', '2-METHYLPHENOL (O-CRESOL)', 'FLUORANTHENE', '1,4-DICHLOROBENZENE', 'COPPER', 'MERCURY', 'MOLYBDENUM', 'ALUMINUM', '1,2,4-TRIMETHYLBENZENE', 'BARIUM', '1,2-DICHLOROETHANE', 'DIBENZO(A,H)ANTHRACENE', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', '1,2-DICHLOROPROPANE', '4-METHYLPHENOL (P-CRESOL)', 'PHENANTHRENE', 'TETRACHLOROETHENE', 'SILVER', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'CARBON DISULFIDE', 'ARSENIC', '2-METHOXY-2-METHYLPROPANE (MTBE)', 'BENZO(B)FLUORANTHENE', 'SELENIUM']","['Soil', 'Surface Water', 'Soil Gas', 'Solid Waste', 'Groundwater', 'Free-phase NAPL']","['Sampling', 'Engineering Control (other, not otherwise specified)', 'Slope Stabilization', 'Institutional Controls', 'Bioremediation (aerobic, insitu)', 'Monitoring (surface water)', 'Monitoring (groundwater)', 'Disposal (offsite)', 'COC Only', 'Monitoring (NAPL)', 'Excavation', 'Thermal Treatment (insitu)', 'Free Product Recovery (active or passive, excluding MPE and bioslurping)', 'Cover (soil)']"
NJ0890090012,MIDDLESEX SAMPLING PLANT (USDOE),MIDDLESEX,MIDDLESEX,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,0202755,239 MOUNTAIN AVENUE,8846.0,Y,N,,40.569806,-74.493194,01/19/99,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0202755,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'DIBENZO(A,H)ANTHRACENE', 'URANIUM-238', 'CHLOROFORM', 'LEAD', 'BENZO[A]PYRENE', 'BENZO[A]ANTHRACENE', 'CARBON TETRACHLORIDE', 'URANIUM-234', 'RADIUM-226', 'URANIUM-235', 'THORIUM-230', 'URANIUM', 'BENZO(B)FLUORANTHENE', 'INDENO(1,2,3-CD)PYRENE']","['Groundwater', 'Debris', 'Soil']","['Monitoring', 'Extraction (recovery/vertical well)', 'Chemical Reduction (insitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Institutional Controls', 'Monitoring (groundwater)', 'Disposal (offsite)', 'Decontamination', 'Monitored Natural Attenuation', 'Excavation']"
NJ1891837980,"W.R. GRACE & CO., INC./WAYNE INTERIM STORAGE SITE (USDOE)",WAYNE TOWNSHIP,PASSAIC,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,0202931,868 BLACK OAK RIDGE ROAD,7470.0,Y,N,,40.969014,-74.270327,09/30/12,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0202931,['Soil'],"['URANIUM', 'RADIUM-226', 'THORIUM-232']",['Soil'],"['Excavation', 'Disposal (offsite)']"
NJ2210020275,FORT DIX (LANDFILL SITE),PEMBERTON TOWNSHIP,BURLINGTON,NJ,Deleted NPL,No ,Yes,Yes,Yes,Yes,2.0,0201164,JULIUSTOWN-BROWNS MILLS RD,8562.0,Y,N,,39.9801,-74.6244,09/24/12,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0201164,"['Soil', 'Air', 'Surface Water', 'Groundwater', 'Sediment']","['TRICHLOROETHENE', '1,2-DICHLOROETHANE', 'ZINC', 'CADMIUM', 'MANGANESE', '1,1,1-TRICHLOROETHANE', 'TETRACHLOROETHENE', 'ETHYLBENZENE', 'MERCURY', 'CHLOROBENZENE', 'TRANS-1,2-DICHLOROETHENE', '2-BUTANONE (METHYL ETHYL KETONE)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'TOLUENE', 'BENZENE', 'NICKEL', 'CHROMIUM', 'CHLOROETHENE (VINYL CHLORIDE)']","['Air', 'Fish Tissue', 'Surface Water', 'Solid Waste', 'Groundwater', 'Sediment']","['Monitoring', 'Cap (engineered cap)', 'Monitoring (ambient air)', 'Sampling', 'Institutional Controls', 'Operations & Maintenance (O&M)', 'Landfill Gas Collection/Treatment', 'Cover (soil)']"
NJ3210020704,PICATINNY ARSENAL (USARMY),ROCKAWAY TOWNSHIP,MORRIS,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,0201168,OFF RTE 15 DOVER NJ,7801.0,Y,N,,40.916669,-74.583339,02/21/90,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0201168,"['Soil', 'Air', 'Fish Tissue', 'Surface Water', 'Groundwater', 'Sediment']","['HEPTACHLOR EPOXIDE', 'LEAD', 'HEPTACHLOR', 'MANGANESE', '1,1,1-TRICHLOROETHANE', 'CARBON TETRACHLORIDE', 'DIOXINS AND DIBENZOFURANS', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', 'DIOXINS (CHLORINATED DIBENZODIOXINS)', '1,2,3,4,6,7,8-HEPTACHLORODIBENZO[b,e][1,4]DIOXIN (HpCDD)', '2,4-DINITROTOLUENE', 'TOLUENE', 'BENZENE', '1,1-DICHLOROETHANE', 'INDENO(1,2,3-CD)PYRENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'TRANS-1,2-DICHLOROETHENE', 'AROCLOR 1254', '1,1-DICHLOROETHENE', 'THALLIUM', 'CHROMIUM', 'ZINC', 'PHENOL', 'BENZO(K)FLUORANTHENE', 'CHLOROFORM', '1,2,3,7,8-PENTACHLORODIBENZO[b,e][1,4]DIOXIN (PeCDD)', 'DIELDRIN', 'BENZO[A]ANTHRACENE', 'CADMIUM', 'COPPER', 'ARSENIC', 'SODIUM', 'MERCURY', 'ALUMINUM', '1,2,3,4,6,7,8,9-OCTACHLORODIBENZO[b,e][1,4]DIOXIN (OCDD)', 'BARIUM', 'DIBENZO(A,H)ANTHRACENE', 'BENZO[A]PYRENE', '2,4,6-TRINITROTOLUENE', 'TETRACHLOROETHENE', '1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE', '2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD)', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'IRON', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'BENZO(B)FLUORANTHENE', 'HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE (RDX)', 'SELENIUM']","['Soil', 'Fish Tissue', 'Soil Gas', 'Surface Water', 'Groundwater', 'Sediment']","['Extraction (recovery/vertical well)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Revegetation', 'Disposal (offsite)', 'Excavation', 'Cover (soil)', 'Air Stripping (P&T, exsitu)', 'Drainage/Erosion Control (other, not otherwise specified)', 'Solidification/Stabilization (exsitu, onsite)', 'Bioremediation (anaerobic, insitu)', 'Monitoring Site Reuse', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Cap (engineered cap)', 'Residuals Treatment/Disposal (onsite)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Operations & Maintenance (O&M)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Containment (other, not otherwise specified, onsite)', 'Explosive/Unexplosive Ordnance Screening/Removal', 'Sampling', 'Institutional Controls', 'No Action', 'Monitoring (surface water)', 'Monitoring (groundwater)', 'No Further Action', 'Consolidate (onsite)', 'Monitored Natural Attenuation']"
NJ7170023744,NAVAL AIR ENGINEERING CENTER,LAKEHURST,OCEAN,NJ,Final NPL,No ,Yes,No ,Yes,Insufficient Data,2.0,0201174,MAIN GATE ROUTE#547,8733.0,Y,N,,40.029719,-74.369161,07/22/87,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0201174,"['Soil', 'Surface Water', 'Solid Waste', 'Groundwater', 'Sediment']","['GASOLINE', 'LEAD', 'VOC', '1,1,1-TRICHLOROETHANE', 'NAPHTHALENE', 'ANTHRACENE', 'ETHYLBENZENE', '1,2-DIMETHYLBENZENE (O-XYLENE)', '3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE', 'CHRYSENE', '1,2-ETHANEDIOL (ETHYLENE GLYCOL)', 'SULFATE', 'TOLUENE', 'DIBENZOFURAN', 'BENZENE', '2-HEXANONE', 'STYRENE', 'DI-N-OCTYL PHTHALATE', '1,1-DICHLOROETHANE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'PENTACHLOROPHENOL', 'IRON', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'CHLOROBENZENE', 'POTASSIUM', '2-BUTANONE (METHYL ETHYL KETONE)', '2-METHYLNAPHTHALENE', 'AROCLOR 1254', '1,1,2,2-TETRACHLOROETHANE', '1,1-DICHLOROETHENE', 'NICKEL', 'PYRENE', 'CHROMIUM', 'CIS-1,2-DICHLOROETHENE', 'ZINC', 'PHENOL', 'CHLOROFORM', 'BENZO[A]ANTHRACENE', '9H-FLUORENE', 'CADMIUM', 'TOTAL PETROLEUM HYDROCARBONS (TPH)', 'FLUORANTHENE', '1,4-DICHLOROBENZENE', '1,3-DIMETHYLBENZENE (M-XYLENE)', 'COPPER', 'MERCURY', 'NITRATE', 'PESTICIDES', 'ALUMINUM', ""P,P'-DDD"", 'DELTA-HEXACHLOROCYCLOHEXANE', ""P,P'-DDT"", 'CHLORIDE', 'FLUORIDE', '1,2-DICHLOROETHANE', '1,4-DIMETHYLBENZENE (P-XYLENE)', 'DIBENZO(A,H)ANTHRACENE', 'XYLENE (MIXED ISOMERS)', 'MINERAL OILS', 'PHENANTHRENE', '4-CHLOROANILINE', 'TETRACHLOROETHENE', 'UNEXPLODED ORDNANCE (UXO)', '2,4-DIMETHYLPHENOL', 'BENZOIC ACID', 'BETA-HEXACHLOROCYCLOHEXANE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'ARSENIC', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'BENZO(B)FLUORANTHENE', 'METALS', 'SELENIUM']","['Soil', 'Surface Water', 'Solid Waste', 'Groundwater', 'Free-phase NAPL', 'Sediment']","['Extraction (recovery/vertical well)', 'Vapor Extraction (insitu)', 'Aeration (exsitu)', 'Recycling (onsite)', 'COC Only', 'Disposal (offsite)', 'Recycling (offsite)', 'Discharge (reuse as irrigation water)', 'Excavation', 'Air Sparging (physical treatment, insitu)', 'Flushing (insitu)', 'Treatment (other, not otherwise specified, insitu)', 'Bioventing (insitu)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Air Stripping (P&T, exsitu)', 'Engineering Control (other, not otherwise specified)', 'Open Burn/Open Detonation', 'Bioremediation (cometabolic treatment, insitu)', 'Soil Vapor Extraction (insitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Residuals Treatment/Disposal (onsite)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Operations & Maintenance (O&M)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Explosive/Unexplosive Ordnance Screening/Removal', 'Off-gas Treatment (other, not otherwise specified)', 'Aeration Basin (P&T, exsitu)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Oil Water Separation (P&T, exsitu)', 'Bioremediation (other, not otherwise specified, insitu)', 'No Action', 'Institutional Controls', 'Multi-phase Extraction (insitu)', 'No Further Action', 'Monitoring (soil)', 'Monitored Natural Attenuation']"
NJ9690510020,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),ATLANTIC COUNTY,ATLANTIC,NJ,Final NPL,No ,No ,No ,Yes,Yes,2.0,0201178,ROUTES 563 & 575,8405.0,Y,N,,39.458331,-74.583339,08/30/90,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0201178,"['Groundwater', 'Soil']","['HEPTACHLOR EPOXIDE', 'LEAD', 'HEPTACHLOR', '1,1,1-TRICHLOROETHANE', 'NAPHTHALENE', 'ANTHRACENE', 'ETHYLBENZENE', ""P,P'-DDE"", 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CHRYSENE', 'CIS-1,2-DICHLOROETHENE', 'PYRENE', 'TOLUENE', 'ACETONE', 'BENZENE', '2-HEXANONE', '1,2-DICHLOROBENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'INDENO(1,2,3-CD)PYRENE', 'TRICHLOROETHENE', 'ANTIMONY', 'AROCLOR 1242', 'ACENAPHTHYLENE', 'ALPHA-CHLORDANE', 'AROCLOR 1232', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'CHLOROBENZENE', '2-BUTANONE (METHYL ETHYL KETONE)', 'AROCLOR 1254', '1,1-DICHLOROETHENE', 'NICKEL', 'DIBUTYL PHTHALATE', 'AROCLOR 1260', 'CHROMIUM', 'ZINC', 'PHENOL', 'BENZO(K)FLUORANTHENE', 'CHLOROFORM', 'CYANIDE', 'CHLORDANE', 'BENZO[A]ANTHRACENE', '9H-FLUORENE', 'CADMIUM', 'TOTAL PETROLEUM HYDROCARBONS (TPH)', 'FLUORANTHENE', '1,4-DICHLOROBENZENE', 'MERCURY', 'ARSENIC', 'N,N-DIPHENYLNITROUS AMIDE', 'COPPER', 'SELENIUM', '1,3-DICHLOROBENZENE', 'BUTYL BENZYL PHTHALATE', ""P,P'-DDT"", 'DIBENZO(A,H)ANTHRACENE', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', 'GAMMA-CHLORDANE', 'PHENANTHRENE', 'TETRACHLOROETHENE', 'SILVER', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'BETA-HEXACHLOROCYCLOHEXANE', 'CHLOROMETHANE', 'BENZO(GHI)PERYLENE', 'BENZO(B)FLUORANTHENE', '2-CHLOROPHENOL']","['Debris', 'Soil', 'Surface Water', 'Groundwater', 'Free-phase NAPL', 'Sediment']","['Extraction (recovery/vertical well)', 'Vapor Extraction (insitu)', 'Disposal (offsite)', 'Free Product Recovery (active or passive, excluding MPE and bioslurping)', 'Excavation', 'Filtration (P&T, exsitu)', 'Air Stripping (P&T, exsitu)', 'Incineration (offsite)', 'Soil Vapor Extraction (insitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Residuals Treatment/Disposal (onsite)', 'Cap (engineered cap)', 'Treatment (other, not otherwise specified, offsite)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Sampling', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Institutional Controls', 'Bioremediation (other, not otherwise specified, insitu)', 'No Action', 'No Further Action', 'Chemical Oxidation (insitu)', 'Monitored Natural Attenuation']"
NJD000565531,COSDEN CHEMICAL COATINGS CORP.,BEVERLY,BURLINGTON,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,0200022,CHERRY STREET,8010.0,N,N,,40.058183,-74.925899,07/22/87,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200022,"['Groundwater', 'Soil']","['LEAD', 'CARCINOGENIC POLYCYCLIC AROMATIC HYDROCARBONS (cPAH)', '1,1,2-TRICHLOROETHANE', 'MANGANESE', 'NAPHTHALENE', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', 'ACETONE', 'TOLUENE', 'BENZENE', 'VANADIUM', 'TRICHLOROETHENE', 'ANTIMONY', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'AROCLOR 1254', 'NICKEL', 'THALLIUM', 'CHROMIUM', 'ZINC', 'CHLOROFORM', '2-METHYLPHENOL (O-CRESOL)', 'CADMIUM', 'COPPER', 'ARSENIC', 'MERCURY', 'N,N-DIPHENYLNITROUS AMIDE', ""P,P'-DDT"", 'BARIUM', 'XYLENE (MIXED ISOMERS)', '4-METHYLPHENOL (P-CRESOL)', 'TETRACHLOROETHENE', '2,4-DIMETHYLPHENOL', 'SILVER', 'BERYLLIUM', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'CARBON DISULFIDE', 'CHLOROMETHANE', 'SELENIUM']","['Groundwater', 'Other', 'Soil', 'Buildings/Structures']","['Monitoring', 'Precipitation (P&T, exsitu)', 'Solidification/Stabilization (insitu)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'ESD/Amd - Significant Cost Change', 'Decontamination', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Demolition', 'Institutional Controls', 'Monitoring (groundwater)', 'Chemical Oxidation (insitu)', 'Disposal (offsite)', 'ESD/Amd - Remedy Component Removal', 'ESD/Amd - RAO(s) Change', 'ESD/Amd - Remedy Element Addition/Modification', 'Excavation']"
NJD000606442,QUANTA RESOURCES,EDGEWATER,BERGEN,NJ,Final NPL,No ,No ,No ,No,No,2.0,0200034,ONE RIVER RD,7020.0,N,N,,40.804306,-73.989167,09/05/02,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200034,"['Groundwater', 'Free-phase NAPL', 'Soil', 'Soil Gas']","['NAPHTHALENE', 'CHRYSENE', 'PYRENE', 'TOLUENE', 'BENZENE', 'VANADIUM', 'INDENO(1,2,3-CD)PYRENE', 'DIBENZ[A,J]ANTHRACENE', 'TRICHLOROETHENE', 'ANTIMONY', 'AROCLOR 1242', 'ACENAPHTHYLENE', 'IRON', '2-METHYLNAPHTHALENE', 'THALLIUM', 'AROCLOR 1260', 'BENZO(K)FLUORANTHENE', '1,3 (OR 1,4)-DIMETHYLBENZENE (M (OR P)-XYLENE)', 'BENZO[A]ANTHRACENE', 'FLUORANTHENE', 'COPPER', 'MERCURY', 'XYLENE (MIXED ISOMERS)', 'BENZO[A]PYRENE', '4-METHYLPHENOL (P-CRESOL)', 'TETRACHLOROETHENE', '2,4-DIMETHYLPHENOL', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'ARSENIC', 'BENZO(GHI)PERYLENE', 'BENZO(B)FLUORANTHENE']","['Groundwater', 'Free-phase NAPL', 'Soil', 'Soil Gas']","['Vertical Engineered Barrier (other)', 'Cap (engineered cap)', 'Solidification/Stabilization (insitu)', 'Sealing (seal cracks in foundations, etc.) (for VI mitigation)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Institutional Controls', 'Monitoring (groundwater)', 'Disposal (offsite)', 'Recycling (offsite)', 'Monitoring (NAPL)', 'Sub-Slab Depressurization (SSD) (for VI mitigation)', 'Free Product Recovery (active or passive, excluding MPE and bioslurping)', 'Monitoring (soil gas)']"
NJD000607481,CHEMICAL CONTROL,ELIZABETH,UNION,NJ,Final NPL,No ,Yes,Yes,Yes,Not a Groundwater Site,2.0,0200037,23 SOUTH FRONT ST,7202.0,N,N,,40.6432,-74.1935,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200037,"['Soil', 'Surface Water', 'Solid Waste']","['PHENOL', 'CHLORDANE', 'CYANIDE', 'CHLOROFORM', 'XYLENE (MIXED ISOMERS)', 'ACENAPHTHYLENE', 'TOLUENE', 'VOC', 'FLUORANTHENE', 'PHENANTHRENE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'BASE NEUTRAL ACIDS', 'PESTICIDES', 'ARSENIC', ""P,P'-DDT"", 'AROCLOR 1260']","['Debris', 'Residuals', 'Soil', 'Surface Water', 'Solid Waste', 'Groundwater', 'Sediment']","['Repair (pipe/sewer/tank repair)', 'Solidification/Stabilization (insitu)', 'Sampling', 'Drainage/Erosion Control (dike/berm/levee)', 'Drainage/Erosion Control (other, not otherwise specified)', 'No Action', 'Treatment (other, not otherwise specified, offsite)', 'Disposal (offsite)', 'Decontamination', 'Residuals Treatment/Disposal (other, not otherwise specified)', 'Excavation']"
NJD001502517,CIBA-GEIGY CORP.,TOMS RIVER,OCEAN,NJ,Final NPL,No ,Yes,No ,Yes,Yes,2.0,0200078,RTE #37,8753.0,N,N,,39.9867,-74.2363,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200078,"['Soil', 'Sludge', 'Surface Water', 'Groundwater', 'Other']","['LEAD', '1,2,4-TRICHLOROBENZENE', 'NAPHTHALENE', 'TOLUENE', 'BENZENE', '1-CHLORO-2-METHYLBENZENE (O-CHLOROTOLUENE)', '1,2-DICHLOROBENZENE', 'TRICHLOROETHENE', 'CHLOROBENZENE', 'CHROMIUM', 'NITROBENZENE', 'CADMIUM', 'COPPER', 'MERCURY', '1,2,3-TRICHLOROPROPANE', '1,2-DICHLOROETHANE', '1,2,3-TRICHLOROBENZENE', 'TETRACHLOROETHENE', 'ARSENIC']","['Groundwater', 'Debris', 'Soil']","['Monitoring', 'Cap (engineered cap)', 'Bioremediation (other, not otherwise specified, exsitu)', 'Extraction (recovery/vertical well)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Discharge (infiltration basin/trench)', 'Thermal Treatment (other, not otherwise specified, offsite)', 'Institutional Controls', 'Bioremediation (other, not otherwise specified, insitu)', 'Vertical Engineered Barrier (slurry wall)', 'Disposal (offsite)', 'Water Supply (abandon water supply well)', 'Containment (other, not otherwise specified, onsite)', 'Thermal Treatment (insitu)', 'Discharge (surface water/NPDES discharge)', 'Off-gas Treatment (other, not otherwise specified)']"
NJD002005106,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),EAST RUTHERFORD,BERGEN,NJ,Final NPL,No ,No ,No ,No,Yes,2.0,0200101,E/S ROUTE 17,7073.0,N,N,,40.83,-74.088889,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200101,"['Sediment', 'Soil', 'Leachate']","['DIBENZO(A,H)ANTHRACENE', 'BENZO(K)FLUORANTHENE', 'LEAD', 'BENZO[A]PYRENE', 'BENZO[A]ANTHRACENE', 'VOC', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'CHRYSENE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', '1,1,2,2-TETRACHLOROETHANE', 'BENZENE', 'BENZO(B)FLUORANTHENE', 'INDENO(1,2,3-CD)PYRENE']","['Soil', 'Soil Gas', 'Groundwater', 'Leachate', 'Sediment']","['Thermal Desorption (exsitu, onsite)', 'Dewatering', 'Disposal (offsite)', 'Cap (insitu)', 'ESD/Amd - RAO(s) Change', 'Cover (soil)', 'Excavation', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Pumping', 'Thermal Treatment (other, not otherwise specified, exsitu, onsite)', 'ESD/Amd - Remedy Component Removal', 'Cap (engineered cap)', 'Containment (other, not otherwise specified, onsite)', 'Thermal Treatment (insitu)', 'ESD/Amd - Remedy Element Addition/Modification', 'Off-gas Treatment (other, not otherwise specified)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'ESD/Amd - Treatment Area Change', 'Institutional Controls', 'Monitoring (groundwater)', 'No Further Action', 'Discharge (other, not otherwise specified)']"
NJD002141190,CPS/MADISON INDUSTRIES,OLD BRIDGE TOWNSHIP,MIDDLESEX,NJ,Final NPL,No ,No ,No ,Yes,No,2.0,0200109,WATERWORKS ROAD,8857.0,N,N,,40.434439,-74.327769,09/08/83,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200109,"['Groundwater', 'Soil']","['LEAD', '1,2,4-TRICHLOROBENZENE', '1,1,2-TRICHLOROETHANE', 'NAPHTHALENE', 'ETHYLBENZENE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', 'TOLUENE', 'BENZENE', '1,2-DICHLOROBENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', 'ANTIMONY', 'IRON', 'CHLOROBENZENE', 'TRANS-1,2-DICHLOROETHENE', '1,1,2,2-TETRACHLOROETHANE', '1,1-DICHLOROETHENE', 'THALLIUM', 'ZINC', 'ANILINE', 'CADMIUM', '1,4-DICHLOROBENZENE', 'COPPER', 'MERCURY', '1,3-DICHLOROBENZENE', 'ALUMINUM', '1,2,3-TRICHLOROBENZENE', '1,2-DICHLOROETHANE', 'XYLENE (MIXED ISOMERS)', '1,2-DICHLOROPROPANE', 'TETRACHLOROETHENE', '1,4-DIOXANE', 'ARSENIC']","['Groundwater', 'Soil', 'Soil Gas']","['Monitoring (sediment)', 'Extraction (recovery/vertical well)', 'Sampling', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Engineering Control (other, not otherwise specified)', 'Institutional Controls', 'Monitoring (surface water)', 'Monitoring (groundwater)', 'Chemical Oxidation (insitu)', 'Consolidate (onsite)', 'Monitoring (soil)', 'Disposal (offsite)', 'Excavation', 'Discharge (surface water/NPDES discharge)', 'Monitoring (soil gas)']"
NJD002144517,PIERSON'S CREEK,NEWARK,ESSEX,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,0200114,ONE AVENUE L,7105.0,N,N,,40.7163,-74.1452,09/22/14,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0200114,,,,
NJD002148799,ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,WEST ORANGE/ORANGE,ESSEX,NJ,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,2.0,0203649,GIST PLACE (NEAR NORTH DAY STREET),7051.0,N,N,,40.779936,-74.225267,09/18/12,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0203649,,,,
