EPA ID,Site Name,City,County,State,National Priorities List Status,Superfund Alternative Approach,Construction Complete,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Region,Site ID,Address,Zip,FF Ind,NAI,Native American Entity (NAI Status),Latitude,Longitude,NPL Status Date,Site_ID_Fixed,site_link,Contaminants Media,Contaminants,Remedies Media,Remedy Component
MTD980717565,MILLTOWN RESERVOIR SEDIMENTS,MILLTOWN,MISSOULA,MT,Final NPL,No ,No ,No ,Yes,Yes,8.0,0800445,ADJACENT TO SE SIDE OF TWN,59851.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.86452,-113.883364,09/08/83,800445.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0800445,"['Solid Waste', 'Groundwater', 'Surface Water', 'Soil']","['ARSENIC', 'CADMIUM', 'ZINC', 'LEAD', 'COPPER', 'METALS']","['Sediment', 'Buildings/Structures', 'Soil', 'Solid Waste', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Slope Stabilization', 'Revegetation', 'Dewatering', 'Demolition', 'Disposal (offsite)', 'Excavation', 'Monitoring', 'Treatment (other, not otherwise specified, onsite)', 'ESD/Amd - Remedy Element Addition/Modification', 'Water Supply (permanent replacement, other, not otherwise specified)', 'Sampling', 'Monitored Natural Attenuation', 'Hydraulic Control (containment)']"
MTD982572562,BASIN MINING AREA,BASIN,JEFFERSON,MT,Final NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,0801057,NORTH OF I-15,59631.0,N,N,,46.345479,-112.272079,10/22/99,801057.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0801057,"['Sediment', 'Leachate', 'Soil', 'Solid Waste', 'Groundwater', 'Surface Water']","['MANGANESE', 'ANTIMONY', 'ARSENIC', 'CADMIUM', 'IRON', 'SELENIUM', 'THALLIUM', 'ZINC', 'LEAD', 'COPPER', 'SILVER', 'MERCURY', 'ALUMINUM']","['Sediment', 'Soil', 'Leachate', 'Buildings/Structures', 'Solid Waste', 'Air', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Wetland for Treatment (constructed engineered wetland)', 'Cover (soil)', 'Repair (pipe/sewer/tank/structure repair)', 'Monitoring (groundwater)', 'Streambed/bank Rehabilitation', 'Disposal (offsite)', 'Soil Amendments', 'Excavation', 'Extraction (collection drain)', 'Revegetation', 'Extraction (recovery trench/subsurface collection drain)', 'Neutralization (P&T, exsitu)', 'Bioremediation (P&T, other, not otherwise specified, exsitu)', 'Precipitation (P&T, exsitu)', 'No Action', 'Cap (engineered cap)', 'Monitoring (leachate)', 'Aeration Basin (P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Vertical Engineered Barrier (other)', 'Monitoring (surface water)', 'Drainage/Erosion Control (other, not otherwise specified)', 'Clarification (sedimentation, P&T, exsitu)']"
MTD986073252,BILLINGS PCE,BILLINGS,YELLOWSTONE,MT,Final NPL,No ,No ,No ,No,Insufficient Data,8.0,0801303,3rd Street West and Miles Avenue,59101.0,N,N,,45.774118,-108.522926,09/09/21,801303.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0801303,,,,
MTN000802850,SMURFIT-STONE MILL FRENCHTOWN,MISSOULA,MISSOULA,MT,Proposed NPL,No ,No ,No ,Insufficient Data,Insufficient Data,8.0,0802850,14377 PULP MILL ROAD,59808.0,N,Y,Confederated Salish and Kootenai Tribes of the Flathead Reservation (Current),46.964883,-114.197828,05/24/13,802850.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0802850,,,,
MTSFN7578012,UPPER TENMILE CREEK MINING AREA,HELENA,LEWIS AND CLARK,MT,Final NPL,No ,No ,No ,No,No,8.0,0801699,RIMINI ROAD,59601.0,N,N,,46.48091,-112.25399,10/22/99,801699.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0801699,"['Sediment', 'Leachate', 'Soil', 'Solid Waste', 'Groundwater', 'Surface Water']","['MANGANESE', 'ARSENIC', 'CADMIUM', 'IRON', 'ZINC', 'LEAD', 'COPPER', 'MERCURY', 'ALUMINUM']","['Sediment', 'Leachate', 'Soil', 'Solid Waste', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Containment (other, not otherwise specified, onsite)', 'Revegetation', 'Bioremediation (other, not otherwise specified, insitu)', 'Excavation', 'Monitoring', 'Drainage/Erosion Control (other, not otherwise specified)', 'Water Supply (permanent replacement, other, not otherwise specified)', 'Monitored Natural Attenuation']"
NC0001606250,CRISTEX DRUM,OXFORD,GRANVILLE,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,0406597,500 W. INDUSTRY DR.,27565.0,N,N,,36.2972,-78.6067,12/12/13,406597.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0406597,"['Air', 'Groundwater', 'Soil']","['CARBON TETRACHLORIDE', 'BENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'TRICHLOROETHENE', '1,4-DICHLOROBENZENE', 'CIS-1,2-DICHLOROETHENE', 'TETRACHLOROETHENE', 'BENZO[A]PYRENE EQUIVALENTS (BaPEq)']","['Buildings/Structures', 'Soil', 'Soil Gas', 'Air', 'Free-phase NAPL', 'Groundwater']","['Institutional Controls', 'Electrokinetics (insitu)', 'COC Only', 'Chemical Oxidation (insitu)', 'ESD/Amd - Remedy Change - Other', 'ESD/Amd - Treatment Area Change', 'Demolition', 'Disposal (offsite)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Bioremediation (anaerobic, insitu)', 'Bioremediation (bioaugmentation, insitu)', 'Excavation', 'Electrical separation (electrokinetic separation)', 'Sampling', 'Treatment (other, not otherwise specified, offsite)']"
NC0002374445,HEMPHILL ROAD TCE,GASTONIA,GASTON,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,0406819,HEMPHILL ROAD,28056.0,N,N,,35.197933,-81.189852,12/12/13,406819.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0406819,"['Groundwater', 'Soil']",['TRICHLOROETHENE'],"['Groundwater', 'Soil']","['Institutional Controls', 'Chemical Oxidation (insitu)', 'Monitoring (groundwater)', 'Water Supply (connect to municipal water supply system)', 'Sampling']"
NC1170027261,CHERRY POINT MARINE CORPS AIR STATION,HAVELOCK,CRAVEN,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,0403174,ROOSEVELT BLVD. AND SLOCUM RD.,28533.0,Y,N,,34.9,-76.8917,12/16/94,403174.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0403174,"['Sediment', 'Groundwater', 'Surface Water', 'Soil']","['CIS-1,2-DICHLOROETHENE', '4-METHYLPHENOL (P-CRESOL)', 'BIS(2-CHLOROETHYL)ETHER', 'ENDOSULFAN I', 'TOLUENE', 'ANTIMONY', 'CHLOROETHENE (VINYL CHLORIDE)', '2-CHLOROPHENOL', '1,2,3,6,7,8-HEXACHLORODIBENZO[b,e][1,4]DIOXIN (HxCDD)', '(E)-1,3-DICHLORO-1-PROPENE', '1,1,2-TRICHLOROETHANE', 'HEPTACHLOR EPOXIDE', 'ALUMINUM', 'DIELDRIN', 'DIBENZO(A,H)ANTHRACENE', 'ENDRIN ALDEHYDE', '2-BUTANONE (METHYL ETHYL KETONE)', 'CHLOROBENZENE', '1,1-DICHLOROETHANE', 'ACETONE', 'MAGNESIUM', '1,2,3,4,6,7,8-HEPTACHLORODIBENZO[b,e][1,4]DIOXIN (HpCDD)', 'CADMIUM', 'ENDOSULFAN II', 'MERCURY', 'BETA-HEXACHLOROCYCLOHEXANE', 'BENZENE', 'ETHYLBENZENE', '1,2-DIBROMO-3-CHLOROPROPANE', 'AROCLOR 1260', 'CALCIUM', 'GAMMA-CHLORDANE', 'AROCLOR 1248', 'BENZO[A]PYRENE', 'CHLOROFORM', 'NAPHTHALENE', 'ALPHA-HEXACHLOROCYCLOHEXANE', '2-HEXANONE', 'BARIUM', 'POTASSIUM', '1,1,2,2-TETRACHLOROETHANE', 'N,N-DIPHENYLNITROUS AMIDE', 'SODIUM', '1-PHENYLETHANONE', '2-METHYLPHENOL (O-CRESOL)', ""P,P'-DDT"", '1,2-DICHLOROPROPANE', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'ARSENIC', 'VANADIUM, METAL AND/OR ALLOY', ""P,P'-DDE"", 'HEXACHLORO-1,3-BUTADIENE', 'ENDRIN', '1,1,1-TRICHLOROETHANE', 'LEAD', 'COPPER', 'ENDOSULFAN (I OR II)', '2-METHYLNAPHTHALENE', 'TRICHLOROETHENE', 'ZINC', 'THALLIUM', 'SILVER', ""P,P'-DDD"", 'NITROBENZENE', 'TETRACHLOROETHENE', 'CHLOROMETHANE', '1,1-DICHLOROETHENE', '3-METHYLPHENOL (M-CRESOL)', 'PHENOL', 'ALPHA-CHLORDANE', 'MANGANESE', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'IRON', 'TRANS-1,2-DICHLOROETHENE', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'BERYLLIUM', '1,2-DICHLOROETHANE', '1,4-DICHLOROBENZENE', 'PENTACHLOROPHENOL', 'CHROMIUM', 'NICKEL', '2,4-DIMETHYLPHENOL', 'METHOXYCHLOR', 'ALDRIN', '4-METHYL-2-PENTANONE (METHYL ISOBUTYL KETONE)']","['Sediment', 'Soil', 'Leachate', 'Soil Gas', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Filtration (P&T, exsitu)', 'Monitoring (indoor air)', 'Cover (soil)', 'Equalization (P&T, exsitu)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Monitoring', 'Monitoring (groundwater)', 'Monitored Natural Attenuation', 'Monitoring (soil gas)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'Disposal (offsite)', 'Excavation', 'ESD/Amd - ICs - Implement or Change', 'Slope Stabilization', 'Soil Vapor Extraction (insitu)', 'Revegetation', 'Chemical Oxidation (P&T, exsitu)', 'No Action', 'ESD/Amd - RAO(s) Change', 'Coagulation/Flocculation (P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Bioremediation (anaerobic, insitu)', 'Bioremediation (bioaugmentation, insitu)', 'Clarification (sedimentation, P&T, exsitu)', 'Operations & Maintenance (O&M)', 'No Further Action']"
NC6170022580,CAMP LEJEUNE MILITARY RES. (USNAVY),ONSLOW COUNTY,ONSLOW,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,0403185,NC HWY 24 & US HWY 16,28542.0,Y,N,,34.717781,-77.342919,10/04/89,403185.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0403185,"['Sediment', 'Soil', 'Soil Gas', 'Solid Waste', 'Groundwater', 'Surface Water']","['CIS-1,2-DICHLOROETHENE', '4-METHYLPHENOL (P-CRESOL)', 'BIS(2-CHLOROETHYL)ETHER', 'VANADIUM', 'CUMENE', 'TOLUENE', 'ENDOSULFAN I', '1,3,5-TRINITROBENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'ANTIMONY', '1,2-DIBROMOETHANE', '9H-FLUORENE', 'PYRENE', '1,1,2-TRICHLOROETHANE', 'FLUORANTHENE', '9H-CARBAZOLE', 'HEPTACHLOR EPOXIDE', 'ALUMINUM', 'ANTHRACENE', 'DIELDRIN', 'DIBENZO(A,H)ANTHRACENE', 'ENDRIN ALDEHYDE', 'CHRYSENE', 'CHLOROBENZENE', '1,1-DICHLOROETHANE', 'COBALT', 'ACETONE', '1,2-DIHYDROACENAPHTHYLENE', 'CADMIUM', 'HEPTACHLOR', 'ENDOSULFAN II', 'MERCURY', 'BENZENE', 'ETHYLBENZENE', '1,2-DIBROMO-3-CHLOROPROPANE', 'AROCLOR 1260', 'GAMMA-CHLORDANE', 'TOTAL PETROLEUM HYDROCARBON -GASOLINE', 'AROCLOR 1248', 'AROCLOR 1254', 'BENZO[A]PYRENE', 'CHLOROFORM', 'NAPHTHALENE', 'ALPHA-HEXACHLOROCYCLOHEXANE', 'GAMMA-HEXACHLOROCYCLOHEXANE (LINDANE)', 'TOTAL PETROLEUM HYDROCARBON -DIESEL', 'CHLORDANE', 'BARIUM', '1,1,2,2-TETRACHLOROETHANE', '2-METHYLPHENOL (O-CRESOL)', ""P,P'-DDT"", '1,2-DICHLOROPROPANE', 'DI-N-OCTYL PHTHALATE', 'XYLENE (MIXED ISOMERS)', 'DICHLOROMETHANE (METHYLENE CHLORIDE)', 'ARSENIC', 'DIETHYL PHTHALATE', 'PHENANTHRENE', ""P,P'-DDE"", 'SELENIUM', '2-METHOXY-2-METHYLPROPANE (MTBE)', '4-(4-AMINO-3-CHLOROPHENYL)-2-CHLOROANILINE', 'ENDRIN', 'LEAD', 'COPPER', '2-METHYLNAPHTHALENE', 'TRICHLOROETHENE', 'DIBENZOFURAN', 'CYANIDE', 'ZINC', 'THALLIUM', 'SILVER', 'C11-C22 Aromatic Hydrocarbons', ""P,P'-DDD"", 'BENZO(B)FLUORANTHENE', 'UNEXPLODED ORDNANCE (UXO)', 'TETRACHLOROETHENE', 'CHLOROMETHANE', 'POLYCHLORINATED BIPHENYLS (PCBs)', '1,1-DICHLOROETHENE', 'BENZO(GHI)PERYLENE', 'PHENOL', 'BENZO[A]ANTHRACENE', 'ALPHA-CHLORDANE', 'MANGANESE', 'IRON', 'TRANS-1,2-DICHLOROETHENE', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)', 'BERYLLIUM', '1,2-DICHLOROETHANE', '1,4-DICHLOROBENZENE', 'CHROMIUM', 'NICKEL', 'METHOXYCHLOR', 'ENDRIN KETONE', 'ALDRIN', 'DIBUTYL PHTHALATE']","['Sediment', 'Soil', 'Soil Gas', 'Solid Waste', 'Free-phase NAPL', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Filtration (P&T, exsitu)', 'Monitoring (indoor air)', 'Other (not otherwise specified)', 'Permeable Reactive Barrier (chemical reactive wall, passive treatment wall, etc.)', 'Sub-Slab Depressurization (SSD) (for VI mitigation)', 'Monitoring', 'Monitoring (groundwater)', 'Disposal', 'Monitored Natural Attenuation', 'Aeration (insitu)', 'Monitoring (soil gas)', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Extraction (recovery/vertical well)', 'Chemical Oxidation (insitu)', 'Air Stripping (P&T, exsitu)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Disposal (offsite)', 'Drainage/Erosion Control (dike/berm/levee)', 'Excavation', 'ESD/Amd - ICs - Implement or Change', 'Recycling (offsite)', 'Vapor Intrusion Mitigation (other, not otherwise specified)', 'Explosive/Unexplosive Ordnance Screening/Removal', 'Containment (other, not otherwise specified, onsite)', 'Sealing (seal cracks in foundations, etc.) (for VI mitigation)', 'COC Only', 'Soil Vapor Extraction (insitu)', 'ESD/Amd - COC(s) Change', 'Discharge (POTW)', 'Bioremediation (other, not otherwise specified, exsitu)', 'Revegetation', 'Chemical Reduction (insitu)', 'ESD/Amd - Cleanup/Performance Standard Change', 'Neutralization (P&T, exsitu)', 'Engineering Control (other, not otherwise specified)', 'Precipitation (P&T, exsitu)', 'No Action', 'Cap (engineered cap)', 'ESD/Amd - RAO(s) Change', 'Aeration Basin (P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Air Sparging (physical treatment, insitu)', 'Bioremediation (anaerobic, insitu)', 'Oil Water Separation (P&T, exsitu)', 'Clarification (sedimentation, P&T, exsitu)', 'Operations & Maintenance (O&M)', 'Monitoring (surface water)', 'Storage (temporary, onsite)', 'Sampling', 'No Further Action']"
NCD001810365,"MARTIN-MARIETTA, SODYECO, INC.",CHARLOTTE,MECKLENBURG,NC,Deleted NPL,No ,Yes,Yes,Yes,Yes,4.0,0402588,HWY 27 W,28214.0,N,N,,35.29445,-81.0,01/20/12,402588.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402588,"['Groundwater', 'Soil']","['ANTHRACENE', 'XYLENE (MIXED ISOMERS)', 'TRICHLOROETHENE', 'ETHYLBENZENE', 'PHENANTHRENE', '9H-FLUORENE', 'CHLOROBENZENE', 'TETRACHLOROETHENE', '1,2-DICHLOROBENZENE', 'O-DINITROBENZENE', 'TOLUENE']","['Groundwater', 'Soil']","['Institutional Controls', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Bioremediation (other, not otherwise specified, insitu)', 'Aeration Basin (P&T, exsitu)', 'No Further Action', 'Discharge (surface water/NPDES discharge)', 'Flushing (insitu)', 'Soil Washing (exsitu)', 'Excavation', 'Treatment (other, not otherwise specified, onsite)', 'Thermal Treatment (insitu)', 'Incineration (offsite)', 'Cap (engineered cap)']"
NCD003149556,"CTS OF ASHEVILLE, INC.",ASHEVILLE,BUNCOMBE,NC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,0402598,235 MILLS GAP ROAD,28803.0,N,N,,35.493075,-82.505953,03/15/12,402598.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402598,"['Free-phase NAPL', 'Groundwater', 'Soil']",['TRICHLOROETHENE'],"['Free-phase NAPL', 'Groundwater', 'Soil']","['Chemical Oxidation (insitu)', 'Residuals Treatment/Disposal (onsite)', 'Monitoring (groundwater)', 'Residuals Treatment/Disposal (offsite)', 'Thermal Treatment (insitu)']"
NCD003188828,CAPE FEAR WOOD PRESERVING,FAYETTEVILLE,CUMBERLAND,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0402634,REILLY RD,28303.0,N,N,,35.04945,-79.020839,07/22/87,402634.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402634,"['Sediment', 'Groundwater', 'Surface Water', 'Soil']","['ARSENIC', '1,2-DIHYDROACENAPHTHYLENE', 'PHENANTHRENE', 'BENZO[A]ANTHRACENE', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'INDENO(1,2,3-CD)PYRENE', 'STYRENE', 'BENZO(K)FLUORANTHENE', 'ACENAPHTHYLENE', 'BENZENE', '9H-FLUORENE', 'COPPER', '2-METHYLNAPHTHALENE', 'BENZO[A]PYRENE', 'PYRENE', 'NAPHTHALENE', 'FLUORANTHENE', 'CHROMIUM', '9H-CARBAZOLE', 'ANTHRACENE', 'DIBENZO(A,H)ANTHRACENE', 'BENZO(B)FLUORANTHENE', 'CHRYSENE', 'BENZO(GHI)PERYLENE']","['Soil', 'Buildings/Structures', 'Liquid Waste', 'Free-phase NAPL', 'Groundwater', 'Surface Water']","['Institutional Controls', 'Filtration (P&T, exsitu)', 'ESD/Amd - Remedy Component Removal', 'Bioremediation (aerobic, insitu)', 'Monitoring', 'Monitoring (groundwater)', 'ESD/Amd - Remedy Element Addition/Modification', 'Treatment (other, not otherwise specified, exsitu, onsite)', 'Extraction (recovery/vertical well)', 'Bioremediation (other, not otherwise specified, insitu)', 'Solidification/Stabilization (exsitu, onsite)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Soil Washing (exsitu)', 'Air Stripping (P&T, exsitu)', 'Disposal (offsite)', 'Excavation', 'Recycling (offsite)', 'Containment (other, not otherwise specified, onsite)', 'Pumping', 'Discharge (POTW)', 'Discharge (other, not otherwise specified)', 'Decontamination', 'Treatment (other, not otherwise specified, onsite)', 'Discharge (vertical well reinjection to contaminated aquifer)', 'Bioremediation (P&T, other, not otherwise specified, exsitu)', 'Precipitation (P&T, exsitu)', 'Cap (engineered cap)', 'ESD - Nonfundamental Change (other)', 'ESD/Amd - RAO(s) Change', 'Coagulation/Flocculation (P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Vertical Engineered Barrier (other)', 'Thermal Treatment (other, not otherwise specified, exsitu, onsite)', 'Clarification (sedimentation, P&T, exsitu)', 'Solidification/Stabilization (insitu)']"
NCD003188844,CAROLINA TRANSFORMER CO.,FAYETTEVILLE,CUMBERLAND,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0402635,1416 MIDDLE RIVER LOOP,28301.0,N,N,,35.063331,-78.845,07/22/87,402635.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402635,"['Sludge', 'Groundwater', 'Surface Water', 'Soil']","['VANADIUM, METAL AND/OR ALLOY', 'CADMIUM', 'VANADIUM', 'TOLUENE', 'MERCURY', '1,2,4-TRICHLOROBENZENE', 'MANGANESE', 'BENZENE', 'AROCLOR 1260', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'LEAD', 'COPPER', 'TRICHLOROETHENE', '1,3-DICHLOROBENZENE', '1,4-DICHLOROBENZENE', 'ZINC', 'CHROMIUM', '1,2-DICHLOROBENZENE', 'ALUMINUM', 'STRONTIUM', 'NICKEL', 'BARIUM', 'COPPER COMPOUNDS', '2-BUTANONE (METHYL ETHYL KETONE)', 'CARBON DISULFIDE', 'CHLOROBENZENE', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'TETRACHLOROETHENE', 'METALS', 'CHLORINATED DIOXINS AND FURANS', 'COBALT']","['Buildings/Structures', 'Soil', 'Sludge', 'Solid Waste', 'Groundwater']","['Institutional Controls', 'Chemical Treatment (solvent extraction, exsitu)', 'Discharge (POTW)', 'Extraction (recovery/vertical well)', 'Demolition', 'Disposal (offsite)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Monitoring', 'Excavation', 'Thermal Treatment (other, not otherwise specified, exsitu, onsite)', 'Precipitation (P&T, exsitu)', 'Monitored Natural Attenuation']"
NCD003200383,"KOPPERS CO., INC. (MORRISVILLE PLANT)",MORRISVILLE,WAKE,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0402647,HWY 54 W,27560.0,N,N,,35.8463,-78.8406,03/31/89,402647.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402647,"['Groundwater', 'Surface Water', 'Soil']","['PENTACHLOROPHENOL', 'DIOXINS AND DIBENZOFURANS', 'PHENOL', '2,4-DICHLOROPHENOL']","['Groundwater', 'Surface Water', 'Soil']","['Institutional Controls', 'Filtration (P&T, exsitu)', 'Revegetation', 'Chemical Oxidation (insitu)', 'Bioremediation (other, not otherwise specified, insitu)', 'Equalization (P&T, exsitu)', 'Disposal (offsite)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Discharge (other, not otherwise specified)', 'Discharge (surface water/NPDES discharge)', 'Excavation', 'Incineration']"
NCD003202603,WARD TRANSFORMER,RALEIGH,WAKE,NC,Final NPL,No ,No ,No ,Yes,Insufficient Data,4.0,0406082,6852 MT. HERMAN ROAD,27560.0,N,N,,35.901944,-78.773611,04/30/03,406082.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0406082,"['Groundwater', 'Sediment', 'Soil', 'Fish Tissue']","['BENZENE', '1,4-DICHLOROBENZENE', 'AROCLOR 1260', '2,3,7,8-TETRACHLORODIBENZO-p-DIOXIN (TCDD) TOXICITY EQUIVALENTS (TEq)', 'POLYCHLORINATED BIPHENYLS (PCBs)', 'CHLOROBENZENE', '1,2,4-TRICHLOROBENZENE']","['Sediment', 'Fish Tissue', 'Soil', 'Soil Gas', 'Groundwater']","['Institutional Controls', 'Monitoring (soil)', 'Monitored Natural Recovery', 'Bioremediation (aerobic, insitu)', 'Cover (soil)', 'Disposal (offsite)', 'Excavation', 'Monitoring', 'Monitoring (groundwater)', 'Engineering Control (other, not otherwise specified)', 'Sampling']"
NCD003446721,CELANESE CORP. (SHELBY FIBER OPERATIONS),SHELBY,CLEVELAND,NC,Final NPL,No ,Yes,Yes,Yes,Yes,4.0,0402687,HWY 198,28150.0,N,N,,35.208889,-81.528339,06/10/86,402687.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402687,"['Solid Waste', 'Groundwater', 'Sediment', 'Soil']","['PHENOL', 'SELENIUM', 'MANGANESE', 'BENZENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'BIS(2-ETHYLHEXYL)PHTHALATE', 'IRON', 'TRANS-1,2-DICHLOROETHENE', 'LEAD', 'CARBON TETRACHLORIDE', 'TRICHLOROETHENE', 'CHLOROFORM', 'CHROMIUM', 'NICKEL', 'CHLORDANE', 'BARIUM', '1,1-DICHLOROETHANE', 'CHLOROBENZENE', 'CHLOROMETHANE', '1,1-DICHLOROETHENE', 'TETRACHLOROETHENE']","['Sediment', 'Solid Waste', 'Groundwater', 'Soil']","['Institutional Controls', 'Containment (other, not otherwise specified, onsite)', 'Extraction (recovery/vertical well)', 'Air Stripping (P&T, exsitu)', 'Carbon Adsorption (liquid phase, P&T, exsitu)', 'Discharge (surface water/NPDES discharge)', 'Solidification/Stabilization (exsitu, onsite)', 'Incineration (onsite)', 'Excavation', 'Bioremediation (P&T, other, not otherwise specified, exsitu)']"
NCD024644494,ABC ONE HOUR CLEANERS,JACKSONVILLE,ONSLOW,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0402718,2127 LE JEUNE BLVD.,28540.0,N,N,,34.7414,-77.3666,03/31/89,402718.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402718,"['Groundwater', 'Soil']","['TRICHLOROETHENE', 'CHLOROETHENE (VINYL CHLORIDE)', 'CIS-1,2-DICHLOROETHENE', 'TETRACHLOROETHENE', '1,2-DICHLOROETHENE (CIS AND TRANS MIXTURE)']","['Free-phase NAPL', 'Groundwater', 'Soil']","['Institutional Controls', 'Other (not otherwise specified)', 'Monitoring', 'Monitoring (groundwater)', 'Directional Wells (for insitu applications)', 'Monitoring (soil gas)', 'Off-gas Treatment (other, not otherwise specified)', 'Carbon Adsorption', 'Monitoring (soil)', 'Extraction (recovery/vertical well)', 'Residuals Treatment/Disposal (onsite)', 'Air Stripping (P&T, exsitu)', 'ESD/Amd - ICs - Implement or Change', 'Residuals Treatment/Disposal (offsite)', 'Soil Vapor Extraction (insitu)', 'Cap (engineered cap)', 'Discharge (surface water/NPDES discharge)', 'ESD/Amd - Significant Cost Change', 'Thermal Treatment (insitu)', 'Soil Vapor Extraction (exsitu)']"
NCD024766719,WRIGHT CHEMICAL CORPORATION,RIEGELWOOD,COLUMBUS,NC,Final NPL,No ,No ,No ,Yes,Yes,4.0,0402720,STATE RD. 1878,28456.0,N,N,,34.3284,-78.2051,03/10/11,402720.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402720,,,,
NCD024900987,HOLCOMB CREOSOTE CO,YADKINVILLE,YADKIN,NC,Final NPL,No ,Yes,No ,Yes,Yes,4.0,0402724,5016 U.S. HIGHWAY 601,27055.0,N,N,,36.157875,-80.675236,09/18/12,402724.0,https://cumulis.epa.gov/supercpad/CurSites/csitinfo.cfm?id=0402724,"['Sediment', 'Groundwater', 'Soil']","['2-METHYLNAPHTHALENE', ""1,1'-BIPHENYL"", 'MANGANESE', 'ETHYLBENZENE', '1,2-DIHYDROACENAPHTHYLENE', 'NAPHTHALENE', 'DIBENZOFURAN', 'POLYCYCLIC AROMATIC HYDROCARBONS (PAHS)', 'IRON', 'BENZO[A]PYRENE EQUIVALENTS (BaPEq)', 'COBALT']","['Free-phase NAPL', 'Sediment', 'Groundwater', 'Soil']","['Containment (other, not otherwise specified, onsite)', 'Institutional Controls', 'Chemical Oxidation (insitu)', 'Bioremediation (aerobic, insitu)', 'Consolidate (onsite)', 'Chemical Treatment (other, not otherwise specified, insitu)', 'Excavation', 'Monitoring (groundwater)', 'Engineering Control (other, not otherwise specified)', 'Cap (exsitu)', 'Solidification/Stabilization (insitu)', 'Wetlands Restoration', 'Cap (engineered cap)']"
